smiles,model_name,mol_idx
C1CCN(C(CC(C#N)c2ccccn2)=O)CC1C,MOSES sample,2869
Cn1cc(NC(=O)C2CCN(C(=O)C3CC3)CC2)cn1,MOSES sample,2870
O=C(NCCc1ccc(Cl)cc1)C1CC(=O)N(C2CCOCC2)C1,MOSES sample,2871
C(c1cn2c(n1)nccc2)(Nc1cc2c(cc1)nc(SCC)s2)=O,MOSES sample,2872
CCOC1CC(Nc2nc(N)nc3c2nc(C)n3C)C12CCCC2,MOSES sample,2873
c1ccc(F)c(S(NCCC(c2ccccc2)O)(=O)=O)c1,MOSES sample,2874
CN(C)c1ccccc1C#CCNC(=O)Nc1ccccc1,MOSES sample,2875
CC(NC(CCc1ccco1)=O)c1cccc(C(F)(F)F)c1,MOSES sample,2876
s1cc(C)n2c1nc(-c1ccc(cc1)NC(C1CC1)=O)c2,MOSES sample,2877
C1C(NS(=O)(c2cc(ccc2)Cl)=O)c2n(C1)ncn2,MOSES sample,2878
s1c2c(c3c(C)c4c(ncnn4c13)N)CCC2,MOSES sample,2879
c1[nH]c2cc(F)ccc2c1CC(=O)Nc1cnc(N2CCCC2)cc1,MOSES sample,2880
N1CCN(c2ccc(S(N3CC(CCC3)C)(=O)=O)cc12)CC,MOSES sample,2881
O=C(Nc1ccsc1-c1onc(-c2ccccc2)n1)C,MOSES sample,2882
C(c1nc2c(CCC2NC(c2cn(c(=O)cc2)C)=O)cn1)(C)(C)C,MOSES sample,2883
C1CC1(NS(CC)(=O)=O)c1cc(Cl)c(cc1)Cl,MOSES sample,2884
c1(-c2cc(c(cc2)Cl)Cl)nccn1CC(NC)=O,MOSES sample,2885
N#CC(CC(=O)NCC1CCCO1)c1c[nH]c2ccccc12,MOSES sample,2886
n1(c(n(C)c2c(c1=O)n1c(n2)oc(C)c1C)=O)CC(=O)c1ccccc1,MOSES sample,2887
CC1CNC(=O)c2sc(NCc3ccccn3)nc2C1,MOSES sample,2888
C(NC(=O)COC(C)=O)c1cnn2ccccc12,MOSES sample,2889
N#CC(c1cccs1)CC(=O)NCc1occc1,MOSES sample,2890
O=S(=O)(N(CC)CC)C1CCCN(C(=O)c2cc(C#N)c[nH]2)C1,MOSES sample,2891
c1(oc(nn1)CN1CCN(c2nc(N(C)C)ncc2)CC1)C1CC1,MOSES sample,2892
c1(-c2cc(n(CCO)n2)NC(c2ccco2)=O)ccc(s1)C,MOSES sample,2893
c1(-c2c(C)nc(s2)N2CCCC2)nnc(NC)s1,MOSES sample,2894
Cc1csc2c1c(ncn2)Nc1cc(ccc1)OCCO,MOSES sample,2895
O=C(NCC1(N2CCOCC2)CCCCC1)c1ccccc1Cl,MOSES sample,2896
c1(cc(-c2nnc3n2nc(C)s3)n(CC)c1)Br,MOSES sample,2897
O(C)C(NCC(NC1CCCC1c1ccc(Cl)cc1)=O)=O,MOSES sample,2898
CC1CCCCN1S(Nc1c[nH]nc1C)(=O)=O,MOSES sample,2899
CCC(Sc1nc(N)cc(N)n1)C(=O)Nc1ccc(C)cc1,MOSES sample,2900
O=C(NCc1ncsc1)N1CCN(CC1)CC#C,MOSES sample,2901
C1C(CN(C(CNc2cc(c(C)cc2)F)=O)CC1)C,MOSES sample,2902
O=C(C1C(C(N2CCCCCC2)=O)C1(C)C)COc1ccc(C)nc1,MOSES sample,2903
Cc1nn(C)c(C)c1OS(=O)(=O)c1cccc2cnccc12,MOSES sample,2904
c1c(ccc(c1OCC)NC(=O)N(C(C)CC#N)C)OCC,MOSES sample,2905
c1(scc(C(=O)N)c1)C(NCc1scnc1C)=O,MOSES sample,2906
C(c1ccccc1)(C(NC(C(C)Sc1nc(c(C)o1)C)=O)C)OC,MOSES sample,2907
n1(cc(CNc2c(cc(cc2)Br)C)cn1)C(C)C,MOSES sample,2908
O=S1(N(C(=O)CC1)c1ccc(cc1)NC(=O)CC(C)(C)C)=O,MOSES sample,2909
C(N(C(c1c(cccc1)C)C#N)C)(c1ccc(F)cc1)=O,MOSES sample,2910
O=C(C)c1ccc(cc1)NC1=NS(=O)(c2ccccc12)=O,MOSES sample,2911
c1ccc(cc1)C(NCC(OCCNC(NC)=O)=O)=O,MOSES sample,2912
n1(nc(C)c(c1)-c1n(nnc1C#N)-c1ccc(OC)cc1)CCC,MOSES sample,2913
Cn1c2c(cc1)cc(cc2)C(Nc1ccccc1C(=O)C)=O,MOSES sample,2914
COC(=O)c1cc(S(=O)(NCC2CCCC2)=O)c[nH]1,MOSES sample,2915
C1C(CCN(C(C2CCC2)=O)C1)NC(NC(C1CCC1)C)=O,MOSES sample,2916
c1(nc(-c2ccc(OC)cc2)cs1)C(NC1CC1)=O,MOSES sample,2917
CC(=O)N1C=Cc2ccccc2C1CC(=O)Nc1ccc(Cl)cc1,MOSES sample,2918
c1ccc(c(c1)NC(Nc1ncc(s1)C#N)=O)Cl,MOSES sample,2919
C(NCC1CCOCC1)(N1CCCC1c1cc(C)ccc1)=O,MOSES sample,2920
O=C(NCC1CCC1)NC(CN1CCOCC1)c1ccccc1,MOSES sample,2921
c1cccc(c1)OCCNC(c1c(OC)cc(-c2ccccc2)nc1)=O,MOSES sample,2922
O(CC=C)C1CC2(CN(C(c3cscn3)=O)CCN2CC)C1,MOSES sample,2923
c1(ccc(cc1)CNc1cc(F)ccc1F)C(N)=O,MOSES sample,2924
N1(C(=O)C)CCN(CC1)Cc1csc(n1)NC(c1ccccc1)=O,MOSES sample,2925
N1(C(CSc2[nH]cc(n2)-c2ccccc2)=O)CCOCC1,MOSES sample,2926
O=C(NCc1ccc2c(c1)CCN2C(=O)c1ccc(F)cc1)C1CC1,MOSES sample,2927
Cc1cc(NC(=O)C2CC(=O)N(c3ccccc3F)C2)no1,MOSES sample,2928
CC(C)(C)OCC(O)CN1CCN(c2ccc(F)cc2)CC1,MOSES sample,2929
C1(CC1C)CNC(=O)NCC1(c2ccc(cc2)F)CC1,MOSES sample,2930
c1coc(c1)CC(C(N1CC(CCC1)c1noc(C(C)C)n1)=O)C,MOSES sample,2931
c1c(N2S(=O)(CCC2=O)=O)ccc(C(NCCO)=O)c1,MOSES sample,2932
Cc1noc(C)c1CN(C)C(=O)c1cnc(-c2ccccc2)nc1,MOSES sample,2933
Cc1cccc(C(=O)N2CCOC(c3nn(C)c4c3CCCC4)C2)c1,MOSES sample,2934
C(C)OC(C(C(C)C)n1nnc2ccccc2c1=O)=O,MOSES sample,2935
Cc1ccc(C(=O)N(C)C(C)c2ccco2)cc1S(N)(=O)=O,MOSES sample,2936
N(C)(C(=O)NCC(COc1cccc(c1)C)O)Cc1ccccc1,MOSES sample,2937
O1C23C(Cc4c(C2O)cccc4)OCC3COC1(C)C,MOSES sample,2938
c1(cccc(-n2c(cc(n2)C(F)(F)F)C)n1)F,MOSES sample,2939
C1COC(C)(c2noc(Cc3[nH]nc(-c4ncccc4)n3)n2)C1,MOSES sample,2940
CC(Oc1nccc(CNC(=O)C2(c3ccccc3)CCOCC2)c1)C,MOSES sample,2941
C1CCN(C(C2CCCC2)=O)CC1c1cc([nH]c(C)n1)=O,MOSES sample,2942
O(C)C(=O)C1CN(CCO1)Cc1noc(n1)-c1ccccc1,MOSES sample,2943
CN(Cc1cnn(C)c1)C(=O)NCc1ccccc1OCC(=O)NC,MOSES sample,2944
C1CC1n1nnnc1-c1ccc(NCC(N(c2ccccc2)C)=O)cc1,MOSES sample,2945
c1(OC)c2c(ccc1OC)CCNC2c1ncc(nc1)C,MOSES sample,2946
N1(CC#C)CCN(C(=O)NCc2cc(cc(OC)c2)C)CC1,MOSES sample,2947
N(C)(C(C(=O)N1CCOCC1)C)c1ccc(c(C)c1)C,MOSES sample,2948
c1(cc(NC(CCC(=O)Nc2cc3COCc3cc2)=O)ccc1)Sc1(C)3))))C),MOSES sample,2949
c1(cccc(c1)NC(=O)c1c(cccc1)NCC(N(C)C)=O)Cl,MOSES sample,2950
CC(C)(CNC(=O)CCC)n1ccc(C(F)(F)F)n1,MOSES sample,2951
C(C)(C)(CC)C(Oc1ccc(NC(=O)OC)cc1)=O,MOSES sample,2952
c12COCc1cc(cc2)NC(CCC(C)(C)c1ccccc1)=O,MOSES sample,2953
c1(CN2CCOCC2c2oc(CC)cc2)cc(c(F)cc1)F,MOSES sample,2954
c1cc(cc2c1c(=O)c(c[nH]2)C(NC(CCCO)C)=O)F,MOSES sample,2955
C1(C(NC(C)C2CCCO2)=O)CCN(CC1)C(C)=O,MOSES sample,2956
CCCC(=O)N1CC(CCC1)C(=O)Oc1c(OC)cc(cc1)C#N,MOSES sample,2957
c1ncc(cc1F)-c1[nH]c(=O)c2c3CCCc3sc2n1,MOSES sample,2958
N(c1cc(c(cc1)OC)C#N)C(=O)C1C(=O)CCC1,MOSES sample,2959
C(c1c(cc(C(=O)C)cc1)C)#CCN1CCOCC1,MOSES sample,2960
c1ccc(cc1CCNC(=O)CCC1C(=NC(=NC1=O)C)C)OC,MOSES sample,2961
CC(=O)Nc1ccc(NC(=O)C(C)CC(N)=O)cc1,MOSES sample,2962
CNC(=O)COc1ccc(C(=O)N2CCCC(CC(N)=O)C2)cc1,MOSES sample,2963
c1(=O)ccc(nn1CC(=O)NC)-c1ccc(Cl)cc1,MOSES sample,2964
c12c(n(Cc3ccc(F)cc3)c3n(c1=O)c(nn3)C)cccc2CC,MOSES sample,2965
c1c(N2CCCC2=O)cccc1C(NC(c1ccncc1)=O)C,MOSES sample,2966
O=C(CCC(=O)N1CCOCC1)N=c1[nH]nc2ccccn12,MOSES sample,2967
c1(nc(C)ncc1S(C)(=O)=O)-c1c2cc[nH]c2ccc1,MOSES sample,2968
COc1ccccc1C(C)NC(=O)NCC1CN2CCCCC2CO1,MOSES sample,2969
CCC(NCC(=O)NC)c1cc(F)ccc1F,MOSES sample,2970
c1c(F)c(C(N2CCC3(NC(c4c(O3)cccc4)=O)CC2)=O)ccn1,MOSES sample,2971
c1cc(cc(SC)c1)NC(c1c(=O)n2c(csc2nc1)C)=O,MOSES sample,2972
COc1ccc(F)cc1NC(=O)N(C)C(C)CC#N,MOSES sample,2973
O=S(=O)(N1CCN(CC1c1ccccc1)C)CCCC,MOSES sample,2974
O=C1CCCc2[nH]c(=O)c(C(=O)NCCc3ccc(F)cc3F)cc21,MOSES sample,2975
CC(c1ccc(F)cc1)N(C)C(=O)c1cnn(-c2ccccc2)n1,MOSES sample,2976
CCOCC1CCCN(C(=O)Nc2ccc(C)cc2C)C1,MOSES sample,2977
c1(c(C)nn(c1C)C(C)C(N1CC(C)CC(C)C1)=O)Br,MOSES sample,2978
CC(c1cccc(S(=O)(=O)N2CCOCC2)c1)C(C)(C)C,MOSES sample,2979
s1c(cc(c1)C(=O)C)C(Nc1scc(n1)CN1CCOCC1)=O,MOSES sample,2980
CC(Oc1ccccc1Cl)C(=O)Nc1sccc1C(N)=O,MOSES sample,2981
CCn1cc(C(=O)N2CCC(C(=O)NCc3ccoc3)CC2)cn1,MOSES sample,2982
Cc1ccc(OCC(=O)Nc2ccc3c(c2)CCC(=O)N3)cc1,MOSES sample,2983
CCCNC(=O)c1cccc(C(=O)NC(CC)c2noc(C)n2)c1,MOSES sample,2984
c1(C(F)(F)F)cc(NC(NC2(C(OC)=O)CC2)=O)c(Cl)cc1,MOSES sample,2985
CCOc1ccc(-c2nnc(N3CCCC3)o2)cc1N,MOSES sample,2986
C=CCNC(=O)CSc1nn2cnnc2c2ccccc12,MOSES sample,2987
c1cc(ccc1OCC(NCC)=O)SC(C)C,MOSES sample,2988
CC(C)(CNC(=O)C(N)Cc1c[nH]c2ccccc12)c1ccncc1,MOSES sample,2989
C1(C(=O)N(C)Cc2cccnc2)N(CCC1)C(C)=O,MOSES sample,2990
c1nc2sccc2c(n1)OCC(=O)OC(C)(C)C,MOSES sample,2991
c1cc(C(=O)NCCc2cn3c(cccc3)n2)c(F)cc1,MOSES sample,2992
C(#CCOCCC#N)c1ccc(S(=O)(=O)N)cc1,MOSES sample,2993
c1(OC)ccc(C)cc1S(=O)(Nc1cc2c(COC2)cc1)=O,MOSES sample,2994
O=C1NCCCCC1NC(NC(COC)C)=O,MOSES sample,2995
COc1ccccc1C(C)NC(=O)Nc1cnccc1C,MOSES sample,2996
c1(N(C)C)ccc(cn1)NC(=O)c1n(cc(C(N)=O)c1)C,MOSES sample,2997
c1(n(C(C)C)c(c(c(c1)=O)O)CN1CCC(=O)CC1)C,MOSES sample,2998
c1cn(-c2ccccc2NC(C(OC)c2ccccc2)=O)nc1,MOSES sample,2999
c1(C)oc(c(C(=O)N2CCC3N(C4CCCC4)C(CCC23)=O)c1)C,MOSES sample,3000
O1CCN(C(=O)Cn2c(=O)n(c(C(F)(F)F)n2)-c2ccccc2)C1,MOSES sample,3001
c1(OC)c2c(ccc1OC)CCNC2c1cc(F)ccc1C,MOSES sample,3002
CCC1COCCN1C(=O)Nc1ccc(F)c(C#N)c1,MOSES sample,3003
O=C(N(CC=C)CC=C)C1CN(C(c2ccc(cc2)Cl)=O)CCC1,MOSES sample,3004
c1(-c2nonc2N)nc(C#N)c(C(=O)OCC)s1,MOSES sample,3005
C(CCn1nccc1)NC(C(C)NC(N)=O)=O,MOSES sample,3006
CCNC(=O)CN(CC)C(=O)c1cnn(-c2ccccc2Cl)c1,MOSES sample,3007
s1cnc(c1)CCNC(=O)Nc1ccc(O)cc1C,MOSES sample,3008
CC(NC(=O)c1ccc(Cl)cc1)C(=O)NCc1ccccc1,MOSES sample,3009
O=c1[nH]c(-c2cocc2)ccc1C(NC(CCC)(C)C)=O,MOSES sample,3010
O(CCCCSc1nncn1C(C)C)C1CCCCC1C,MOSES sample,3011
c1(C)c(cc(o1)C)C(=O)Nc1ccccc1N1CCCC1,MOSES sample,3012
c1(c(cccc1)NC(CCC(=O)c1sccc1)=O)O,MOSES sample,3013
c1(N2S(=O)(CCCC2)=O)ccc(cc1OCC)Br,MOSES sample,3014
CCn1cnnc1CNC(c1nc(OCC)ccc1Cl)=O,MOSES sample,3015
[nH]1c2c(nc1-c1c(nccc1)-n1ncc(c1)C)n(nc2C)C,MOSES sample,3016
c1(O)ccc(-n2c3c(cccn3)nc2C(=O)C)cc1,MOSES sample,3017
c1c(ccc(c1)C)-c1c2c(SC(C)C(=O)N2)ncc1,MOSES sample,3018
CC(C)N1CCN(C(=O)c2cn(C)c3ccccc23)CC1,MOSES sample,3019
c12c(OCO1)ccc(CNC(c1c(C3CC3)ncs1)=O)c2,MOSES sample,3020
c1ccccc1-c1noc(c1)CN(C)C(=O)c1[nH]nc(-c2ccco2)c1,MOSES sample,3021
O1CCC(C(=O)Nc2c(cc(c(c2)C(C)C)O)C)CC1,MOSES sample,3022
N(C(N(C)C(C)c1ccccc1OC)=O)CC1OCCC1,MOSES sample,3023
Cc1ccc(CNC(=O)c2ccc3[nH]cnc3c2)cc1F,MOSES sample,3024
Cc1c(c(C)[nH]c1C(=O)Nc1ccc(OCC)cc1)C(OC)=O,MOSES sample,3025
c1(c(c(C)c(c(c1)C)C(=O)C)CN1CC(C1)n1c(cc(C)n1)C)C,MOSES sample,3026
C(CC(C)NC(=O)CSc1nc2ccccc2[nH]1)c1ccco1,MOSES sample,3027
n1c(-c2ccc(c3c2cccc3)NC(C2COCCO2)=O)noc1C,MOSES sample,3028
O=C(N1CCN(CC(c2c(ccc(C)c2)C)O)CC1)NCC,MOSES sample,3029
c1ccc2c(c1)c1c(c(oc(C(N(C)CC3CC3)=O)c1)=O)o2,MOSES sample,3030
CCn1c(C)nnc1COc1ccccc1C(C)O,MOSES sample,3031
n1ccnc(-c2nc(CNC(=O)Nc3nn(c(c3)C)C)cs2)c1,MOSES sample,3032
C(CNC(=O)NCC12CC3CC(C2)CC(C3)C1)(NCCC)=O,MOSES sample,3033
O=S(N1CCCCC1)(c1cc(C)c(cc1)Br)=O,MOSES sample,3034
OCCSc1nnnn1-c1ccc(cc1)OCCC,MOSES sample,3035
CCc1noc(COc2cc(Br)ccc2)n1,MOSES sample,3036
Cc1cncc(C(=O)N2CCN3CC(OCC4CC4)CC3C2)c1,MOSES sample,3037
c1(ccc2c(nc(N)n2CC(=O)N(C(C)C)C(C)C)c1)F,MOSES sample,3038
c1cc(ccc1C(CCNc1ccccc1)=O)OC(C)C,MOSES sample,3039
o1c(CCC(N(CC(F)(F)F)C2CCCC2)=O)ccc1,MOSES sample,3040
Cc1onc(c1)NC(C(Nc1cccc(Cn2nccc2)c1)C)=O,MOSES sample,3041
Cc1ccc(NC(=O)CN2CCOc3ccc(N)cc32)c(C)c1,MOSES sample,3042
C1CN2CCNC(=O)C2CN1C(c1c(C)c2c(o1)cc(C)c(C)c2)=O,MOSES sample,3043
c12ncc(c(=O)n2CCS1)C(=O)N1CC(C)CCC1,MOSES sample,3044
C1CC(CN1C(=O)OC(C)(C)C)CS(=O)c1ccncc1,MOSES sample,3045
COc1ccc(C)cc1CCNC(=O)c1ccc(C(=O)N(C)C)cc1,MOSES sample,3046
O=C(NCC(O)c1ccc(F)cc1)c1ccccc1F,MOSES sample,3047
N(c1cccc(Cl)c1)(S(=O)(C)=O)CC(N(CC)CC)=O,MOSES sample,3048
c1cccc(c1)C(Oc1ccc2c(c1)ncs2)=O,MOSES sample,3049
CCN(C)S(=O)(=O)c1cccc(C(=O)OCC(F)F)c1,MOSES sample,3050
O=C(NCc1ccccc1)C1Cc2ccccc2C(=O)O1,MOSES sample,3051
CN(Cc1ccc(-n2cccn2)cc1)C(=O)C1COc2ccccc2O1,MOSES sample,3052
COc1cc2nc([nH]c2cc1OC)-c1cc(F)ccc1OC,MOSES sample,3053
Fc1c(ccc(F)c1F)NC(c1ccc(cc1)F)=O,MOSES sample,3054
CCOc1ccc(C(=O)NC(C)c2sccc2)cc1OCC,MOSES sample,3055
CC1CCC(CN1C(=O)C1(c2cccc(OC)c2)CCOCC1)C,MOSES sample,3056
NC(=O)c1ccc(NCC2(c3ccc(F)cc3)CCOCC2)cc1,MOSES sample,3057
c1cc(Br)cc(OCCC(=O)Nc2cn(nn2)C)c1,MOSES sample,3058
c1sc(cc1)NC(=O)NC1c2n(nc(n2)COC)CCC1,MOSES sample,3059
CCn1nc(C)c(NCc2cnc(N3CCOCC3)nc2)c1C,MOSES sample,3060
COc1cccc(C(=O)NC(C)CO)c1OC(F)F,MOSES sample,3061
c1cc(ccc1-n1nccc1)CC(Nc1n(nc(C(C)C)c1)C)=O,MOSES sample,3062
c1(oc(c(c1)C(Nc1ccc(C)cc1OC)=O)C)S(N)(=O)=O,MOSES sample,3063
c1(NC(=O)c2cccs2)n(nc2c1CCC2)-c1ccccc1,MOSES sample,3064
S(C(F)F)c1ncccc1C(OCC1(C)COC1)=O,MOSES sample,3065
c1c2c(nc(CSc3nnnn3-c3ccccc3)o2)ccc1,MOSES sample,3066
c1(OC)cc2nc(N(C)C(=O)CCc3c(c(C)[nH]n3)C)sc2cc1,MOSES sample,3067
N#Cc1ccc(CSc2nnc(C3CC3)n2C2CC2)cc1,MOSES sample,3068
c1ccccc1-c1nnn(CC(=O)Nc2c3CCCCc3ccc2)n1,MOSES sample,3069
N(C(C1CCN(CC1)C(=O)CCC)=O)Cc1cccs1,MOSES sample,3070
COc1ccc(CN(C)C(=O)c2cc(F)cc(F)c2)cc1,MOSES sample,3071
O=S(c1ccc(NC2CC2)nc1)(=O)N(C)C(C)C,MOSES sample,3072
c1c2c(c(C(=O)NC(CC)CO)cc(-c3sccc3)n2)cc(c1)F,MOSES sample,3073
O=C(Nc1nocc1)CCNC(c1cnc2c(ncn2C)c1)=O,MOSES sample,3074
c1c2[nH]cc(-c3cccc(C(N(C)C)=O)n3)c2ccc1,MOSES sample,3075
C(Oc1ccccc1C(=O)N1CC2(CC1CC(C2)(C)C)C)(F)F,MOSES sample,3076
c1ccsc1NC(NCC1CCN(S(C)(=O)=O)CC1)=O,MOSES sample,3077
n1c(NS(c2ccc(cc2)C(C)C)(=O)=O)c(n[nH]1)C,MOSES sample,3078
C(C(=O)NCC(OCC)=O)(CC)S(=O)(=O)c1ccc(c(C)c1)C,MOSES sample,3079
C(C(NCCc1scc(n1)C)=O)CCc1ccccc1,MOSES sample,3080
Nc1n(c([nH]c(=O)c1N(C)Cc1c(ccs1)C)=O)C1CC1,MOSES sample,3081
CCC(C)NC(=O)c1cc2sccc2n1C1CCCC1,MOSES sample,3082
Cc1ccc(CNc2nc(-c3ccsc3)nn2C(C)=O)cc1,MOSES sample,3083
O=C(NCc1cn2ccsc2n1)c1cc(F)ccc1Cl,MOSES sample,3084
C(c1ccccc1)Nc1ncc(cn1)-c1nccn1CCCOC,MOSES sample,3085
CCN(CC)S(=O)(=O)c1cccc(C(=O)NC2CCCCC2)c1,MOSES sample,3086
C(Sc1c2ccccc2nc(n1)C)c1nc2n(c(=O)c1)ccs2,MOSES sample,3087
Cc1cnc(NC(=O)c2coc(NC(=O)c3ccccc3)n2)s1,MOSES sample,3088
Cc1c(Br)cnc2nc(N)nn12,MOSES sample,3089
O=C(C)c1cc(CC(NCc2c(C)nc3cc(=O)[nH]n3c2C)=O)ccc1,MOSES sample,3090
C(C1CN(C(C1)=O)CC1CC1)(=O)Nc1ccc(F)c(C(F)(F)F)c1,MOSES sample,3091
C(c1c(-c2ccc(F)c(c2)F)n[nH]c1)(NCc1cc(ncc1)OC)=O,MOSES sample,3092
N#Cc1cccc(NC(=O)c2cccc(C(F)(F)F)c2)c1,MOSES sample,3093
c1(C(N2CCC3(CC2)c2c(C(O3)CC(C)(CC)O3)cccc2)=O)cCCN1,MOSES sample,3094
c1c(ccc(c1)CNC(OC)=O)C(=O)N=c1[nH]nc2ccccn21,MOSES sample,3095
c1(-n2ncc(NC(=O)CCCc3sccc3)c2)ncccn1,MOSES sample,3096
c1c(cccc1)CCN(CC(NCc1sc(nc1)C)=O)C(C)=O,MOSES sample,3097
C(C#C)Nc1ncnc2c1sc1nc3c(cc12)CC(C)CC3,MOSES sample,3098
c1cc(ccc1)CNC(CC(c1ccccc1)C#N)=O,MOSES sample,3099
c1(sc(cn1)C(Nc1cnccc1)=O)C1OCCC1,MOSES sample,3100
O=C(N1CCc2c(C1)cccc2)c1c(cccc1)OCC(=O)N(C)C,MOSES sample,3101
COc1ccccc1C(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,MOSES sample,3102
c1(c(sc(C)c1)C)-c1nc(N)c(C(NC)=O)cc1,MOSES sample,3103
C(c1oc(C)cc1)(Nc1oc(-c2ccccc2)nn1)=O,MOSES sample,3104
c1nc(N2CCCC2)c(c(Nc2c(F)c(F)c(F)cc2)n1)N,MOSES sample,3105
COc1ccccc1-c1nnc(SCCC#N)n1C,MOSES sample,3106
c1(ccncc1)C(CNCc1coc(n1)-c1cccs1)(C)C,MOSES sample,3107
O=C(NCCCc1c(C)[nH]nc1)C1CN(C(=O)C1)CC1CC1,MOSES sample,3108
C1(Nc2ccccc2N(C1)C(C)=O)CCCCCC,MOSES sample,3109
Cc1nn(C)cc1NC(=O)c1nnsc1-c1ccc(Cl)cc1,MOSES sample,3110
N(c1cc(ccc1)Cl)C(Nc1nn(C)cc1C(N)=O)=O,MOSES sample,3111
c1c(cccc1C(Nc1ccc(c(c1)C)C(=O)C)=O)-c1ccoc1,MOSES sample,3112
c1n(CC(Nc2c3ncccc3ccc2)=O)c(=O)sc1,MOSES sample,3113
FC1(F)N=C(c2cccnc2)N=C(c2ccsc2)O1,MOSES sample,3114
O=C(NCC1(CCCC1)c1c(cccc1)OC)CCNC(=O)N,MOSES sample,3115
c12c(NCC(O1)CC(C)C)cc(Br)cc2,MOSES sample,3116
COc1ccc2c(c1)c(=O)c(C(=O)NCc1cccnc1)cn2C,MOSES sample,3117
c1c(NC(=O)Cn2nnc3ccccc23)c(OCC)ccc1,MOSES sample,3118
C(C)(C(=O)OCC)NC(=O)c1c2ccc(cc2oc(=O)c1)OCC,MOSES sample,3119
O=C(NCc1cccc(Cn2ccnc2)c1)c1cc2ccccc2[nH]1,MOSES sample,3120
c1cn(-c2ccc(cc2)Nc2nc(COC)cc([nH]2)=O)nc1,MOSES sample,3121
CC(C)(N1CCOCC1)CNC(c1cc(-n2nnnc2)ccc1)=O,MOSES sample,3122
C(NCC1(CCC1)C)(=O)Cc1ccc(cc1)-n1cccn1,MOSES sample,3123
CC(=O)N(C)c1cccc(NC(=O)c2cccc(Cl)c2)c1,MOSES sample,3124
c1c(C(=O)N2CCOCC2C)ccc2N(CCc21)C(C)=O,MOSES sample,3125
O=C(NC1Cc2ccccc2C1)c1ccnc(OC2CCC2)c1,MOSES sample,3126
O=C(Cc1c(cccc1F)F)Nc1ccn(n1)-c1ncccc1Cl,MOSES sample,3127
c1nc(ccc1N1CCCCC1)NC(=O)Cc1c(nn(C)c1C)C,MOSES sample,3128
O=C1NCCN1c1cccc(CNC(C2=C(C)OCCC2)=O)c1,MOSES sample,3129
N#Cc1ccc(NCC(=O)Nc2ccccc2Br)cc1,MOSES sample,3130
COc1ccc(cn1)C(NC(C(C)C)C(=O)Nc1cc(C)ncc1)=O,MOSES sample,3131
CC1CCN(c2ncnc(NCc3cccnc3)c2N)CC1,MOSES sample,3132
NC(c1ccccc1NC(c1cnn(Cc2ccccc2)c1C)=O)=O,MOSES sample,3133
C(CN1CCN(c2ccccc21)C(c1csc(CCC)n1)=O)=C,MOSES sample,3134
c1n2c(nnc2sc1)SC(C)c1onc(n1)C1CC1,MOSES sample,3135
C1COCC(N1C(c1ccc(F)nc1)=O)c1nc(C)sc1,MOSES sample,3136
CC(Sc1nnc(NC2CC2)s1)C(=O)c1ccc2c(c1)CCC2,MOSES sample,3137
n1cccc(c1OC1CCCC1)CNC(=O)Nc1ccncc1,MOSES sample,3138
C(NC(C1OCCC1)C)(=O)c1ccc(-n2cnnc2)cc1,MOSES sample,3139
C(CC)N1C(=O)C(N(C(CC)=O)CC1)Cc1cccs1,MOSES sample,3140
CC(C)NC(=O)c1ccc(CN2CCOCC2)cc1,MOSES sample,3141
CCC(CC(=O)N1CCN(C(=O)c2ccco2)CC1)c1ccccc1,MOSES sample,3142
CCn1nnnc1NCc1ccc(-c2ccc(OC(C)C)cc2)o1,MOSES sample,3143
C1N(CCC1)C(=O)CN(C)C(=O)Cc1ccc(c(C)c1)OC,MOSES sample,3144
c1(cc2c(cc1)ccn(c2=O)CC(=O)N1c2c(cccc2)CC1)F,MOSES sample,3145
C(NC(N(Cc1ccc(C#N)cc1)C)=O)(c1ccncc1)C,MOSES sample,3146
c1ccc(o1)C(Nc1c(OCCC(=O)N)cccc1)=O,MOSES sample,3147
O=C(NCc1cc(-c2ccccc2)on1)c1ccccc1,MOSES sample,3148
S(c1n(C)ccn1)CC(c1ccc(cc1)F)OC,MOSES sample,3149
CN(CCO)C(=O)Nc1cccc2ncccc12,MOSES sample,3150
O=C(C1C2CCCCC21)N(S(CC)(=O)=O)CC,MOSES sample,3151
CNC(=O)c1ccc(Cl)cc1NC(=O)Cc1ccccc1Cl,MOSES sample,3152
C1CCN(C1c1cc(F)ccc1)C(C1CCCN1S(C)(=O)=O)=O,MOSES sample,3153
c1c(cccc1Cl)C(c1cccs1)NC(NCC(O)COC)=O,MOSES sample,3154
C(CN(CC)c1ccc(cc1)F)(=O)N1CC(OC(C1)C)C,MOSES sample,3155
c1cc(S(=O)(=O)N2CCCC(OCc3cscn3)C2)ccc1,MOSES sample,3156
COc1cc(C)ccc1NC(=O)c1cccc(NC(=O)C2CC2)c1,MOSES sample,3157
c12c(onc2C)nc(cc1-n1nc(nc1)C#N)-c1ccccc1F,MOSES sample,3158
c1ccc(C(N2C(c3noc(CC)n3)CCC2)=O)c(F)c1,MOSES sample,3159
C1Oc2c(O1)cc(cc2)CNC(=O)c1c(N)ccc(c1)OC,MOSES sample,3160
